KODE_DESA,DESA,n_a,y_a,direct_est_sampled,fh_est,bayes_mean,bayes_p025,bayes_p975
8,BEBANIR,0,0,,0.2810573430640618,0.2368229878566011,0.00716100121368789,0.7761126378633298
8,BIATAN ILIR,0,0,,0.2810573430640618,0.2484084576225161,0.04460607912421933,0.5771737678792054
8,GAYAM,0,0,,0.2810573430640618,0.2727292206807812,0.002243604303462415,0.8789546210534267
8,HARAPAN JAYA,0,0,,0.2810573430640618,0.2569569317562735,0.019235839429627807,0.72650526754091
8,SAMBURAKAT,0,0,,0.2810573430640618,0.24127436945487182,0.04905024162559773,0.5768366504138075
8,SEMURUT,0,0,,0.2810573430640618,0.2729935299851213,0.020578788058900396,0.7515561268599457
8,SIDO BANGEN,0,0,,0.2810573430640618,0.25938823137694966,0.02599783004244451,0.6897080982434276
8,SUKA MURYA,0,0,,0.2810573430640618,0.23855034070055106,0.06391549725700198,0.5001607192161736
8,[008] GAYAM,52,11,0.21153846153846154,0.24295964196873715,0.21051502021949592,0.12650909332784327,0.3016716699445126
8,[008] HARAPAN JAYA,22,9,0.4090909090909091,0.33716791699626475,0.3106228721859595,0.18055455658802974,0.4809913611126411
9,BUKIT MAKMUR,0,0,,0.2810573430640618,0.2433370664722393,0.060647529076019516,0.5274488341883292
9,GURIMBANG,0,0,,0.2810573430640618,0.2347461034187975,0.045348812640252624,0.5586331975549862
9,LONG BELIU,0,0,,0.2810573430640618,0.24677984308687273,0.010979601535115523,0.7449811487726555
9,PURNA SARI JAYA,0,0,,0.2810573430640618,0.23587261067741622,0.061113376236227195,0.5015110409734518
9,RADAK/BUYUNG-BUYUNG,0,0,,0.2810573430640618,0.2543824376015711,0.01972485562770102,0.6993031943315837
9,SAMBAKUNGAN,0,0,,0.2810573430640618,0.24619932085662263,0.053779084867073695,0.5616768111209552
9,[009] BUKIT MAKMUR,22,7,0.3181818181818182,0.2996752841023033,0.26375768113568215,0.14928351081379904,0.41331496102695314
9,[009] GURIMBANG,41,3,0.07317073170731707,0.19625316587620115,0.13344303140613875,0.05971634445373637,0.2257913906340463
9,[009] SAMBAKUNGAN,53,18,0.33962264150943394,0.319981085294843,0.29856488028794265,0.20119024569997943,0.4062412341095415
10,LONG DUHUNG,0,0,,0.2810573430640618,0.24263767736712402,0.05589022123437133,0.5446188894021102
10,MELATI JAYA,0,0,,0.2810573430640618,0.25548457307529987,0.018790509202913825,0.7246740035002524
10,PANDAN SARI,0,0,,0.2810573430640618,0.2501491096818221,0.038650334989467655,0.6067844090136689
10,SUMBER MULIA,0,0,,0.2810573430640618,0.2393657295790485,0.06216626593385012,0.5208136899464358
10,TANJUNG PERANGAT,0,0,,0.2810573430640618,0.23395151427846997,0.044453601824996164,0.5636534728646441
11,EKA SAPTA,0,0,,0.2810573430640618,0.2472094187712879,0.02445107152050966,0.6697942726513035
11,LONG KELUH,0,0,,0.2810573430640618,0.2397194714218793,0.01608485550227282,0.6801175899718791
